playerID,award,year,lgID,pos,awardID
kluzago01,Masterton,1989,NHL,,1248
bourqra01,Norris,1989,NHL,,1249
messima01,Pearson,1989,NHL,,1250
cavalpa01,Plus-Minus,1989,NHL,,1251
bellobr01,Second Team All-Star,1989,NHL,LW,1252
coffepa01,Second Team All-Star,1989,NHL,D,1253
gretzwa01,Second Team All-Star,1989,NHL,C,1254
neelyca01,Second Team All-Star,1989,NHL,RW,1255
puppada01,Second Team All-Star,1989,NHL,G,1256
wilsodo01,Second Team All-Star,1989,NHL,D,1257
meaghri01,Selke,1989,NHL,,1258
roypa01,Vezina,1989,NHL,,1259
belfoed01,All-Rookie,1990,NHL,G,1260
blakero01,All-Rookie,1990,NHL,D,1261
fedorse01,All-Rookie,1990,NHL,C,1262
hodgeke02,All-Rookie,1990,NHL,RW,1263
jagrja01,All-Rookie,1990,NHL,LW,1264
weinrer01,All-Rookie,1990,NHL,D,1265
gretzwa01,Art Ross,1990,NHL,,1266
belfoed01,Calder,1990,NHL,,1267
lemiema01,Conn Smythe,1990,NHL,,1268
belfoed01,First Team All-Star,1990,NHL,G,1269
bourqra01,First Team All-Star,1990,NHL,D,1270
gretzwa01,First Team All-Star,1990,NHL,C,1271
hullbr01,First Team All-Star,1990,NHL,RW,1272
macinal01,First Team All-Star,1990,NHL,D,1273
robitlu01,First Team All-Star,1990,NHL,LW,1274
hullbr01,Hart,1990,NHL,,1275
belfoed01,Jennings,1990,NHL,,1276
tayloda01,King Clancy,1990,NHL,,1277
gretzwa01,Lady Byng,1990,NHL,,1278
tayloda01,Masterton,1990,NHL,,1279
bourqra01,Norris,1990,NHL,,1280
hullbr01,Pearson,1990,NHL,,1281
fleurth01,Plus-Minus,1990,NHL,,1282
mcsorma01,Plus-Minus,1990,NHL,,1283
chelich01,Second Team All-Star,1990,NHL,D,1284
leetcbr01,Second Team All-Star,1990,NHL,D,1285
neelyca01,Second Team All-Star,1990,NHL,RW,1286
oatesad01,Second Team All-Star,1990,NHL,C,1287
roypa01,Second Team All-Star,1990,NHL,G,1288
steveke01,Second Team All-Star,1990,NHL,LW,1289
grahadi01,Selke,1990,NHL,,1290
belfoed01,Vezina,1990,NHL,,1291
amontto01,All-Rookie,1991,NHL,RW,1292
dionngi01,All-Rookie,1991,NHL,LW,1293
hasekdo01,All-Rookie,1991,NHL,G,1294
konstvl01,All-Rookie,1991,NHL,D,1295
lidstni01,All-Rookie,1991,NHL,D,1296
toddke01,All-Rookie,1991,NHL,C,1297
lemiema01,Art Ross,1991,NHL,,1298
burepa01,Calder,1991,NHL,,1299
lemiema01,Conn Smythe,1991,NHL,,1300
bourqra01,First Team All-Star,1991,NHL,D,1301
hullbr01,First Team All-Star,1991,NHL,RW,1302
leetcbr01,First Team All-Star,1991,NHL,D,1303
messima01,First Team All-Star,1991,NHL,C,1304
roypa01,First Team All-Star,1991,NHL,G,1305
steveke01,First Team All-Star,1991,NHL,LW,1306
messima01,Hart,1991,NHL,,1307
roypa01,Jennings,1991,NHL,,1308
bourqra01,King Clancy,1991,NHL,,1309
gretzwa01,Lady Byng,1991,NHL,,1310
fitzpma01,Masterton,1991,NHL,,1311
leetcbr01,Norris,1991,NHL,,1312
messima01,Pearson,1991,NHL,,1313
ysebapa01,Plus-Minus,1991,NHL,,1314
houslph01,Second Team All-Star,1991,NHL,D,1315
lemiema01,Second Team All-Star,1991,NHL,C,1316
mcleaki01,Second Team All-Star,1991,NHL,G,1317
recchma01,Second Team All-Star,1991,NHL,RW,1318
robitlu01,Second Team All-Star,1991,NHL,LW,1319
stevesc01,Second Team All-Star,1991,NHL,D,1320
carbogu01,Selke,1991,NHL,,1321
roypa01,Vezina,1991,NHL,,1322
juneajo01,All-Rookie,1992,NHL,LW,1323
lindrer01,All-Rookie,1992,NHL,C,1324
malakvl01,All-Rookie,1992,NHL,D,1325
niedesc01,All-Rookie,1992,NHL,D,1326
potvife01,All-Rookie,1992,NHL,G,1327
selante01,All-Rookie,1992,NHL,RW,1328
lemiema01,Art Ross,1992,NHL,,1329
selante01,Calder,1992,NHL,,1330
roypa01,Conn Smythe,1992,NHL,,1331
belfoed01,First Team All-Star,1992,NHL,G,1332
bourqra01,First Team All-Star,1992,NHL,D,1333
chelich01,First Team All-Star,1992,NHL,D,1334
lemiema01,First Team All-Star,1992,NHL,C,1335
robitlu01,First Team All-Star,1992,NHL,LW,1336
selante01,First Team All-Star,1992,NHL,RW,1337
lemiema01,Hart,1992,NHL,,1338
belfoed01,Jennings,1992,NHL,,1339
poulida02,King Clancy,1992,NHL,,1340
turgepi01,Lady Byng,1992,NHL,,1341
lemiema01,Masterton,1992,NHL,,1342
chelich01,Norris,1992,NHL,,1343
lemiema01,Pearson,1992,NHL,,1344
lemiema01,Plus-Minus,1992,NHL,,1345
barrato01,Second Team All-Star,1992,NHL,G,1346
iafraal01,Second Team All-Star,1992,NHL,D,1347
lafonpa01,Second Team All-Star,1992,NHL,C,1348
mogilal01,Second Team All-Star,1992,NHL,RW,1349
murphla01,Second Team All-Star,1992,NHL,D,1350
steveke01,Second Team All-Star,1992,NHL,LW,1351
gilmodo01,Selke,1992,NHL,,1352
belfoed01,Vezina,1992,NHL,,1353
arnotja01,All-Rookie,1993,NHL,C,1354
brodema01,All-Rookie,1993,NHL,G,1355
mironbo01,All-Rookie,1993,NHL,D,1356
petrool01,All-Rookie,1993,NHL,W,1357
prongch01,All-Rookie,1993,NHL,D,1358
renbemi01,All-Rookie,1993,NHL,W,1359
gretzwa01,Art Ross,1993,NHL,,1360
brodema01,Calder,1993,NHL,,1361
leetcbr01,Conn Smythe,1993,NHL,,1362
bourqra01,First Team All-Star,1993,NHL,D,1363
burepa01,First Team All-Star,1993,NHL,RW,1364
fedorse01,First Team All-Star,1993,NHL,C,1365
hasekdo01,First Team All-Star,1993,NHL,G,1366
shanabr01,First Team All-Star,1993,NHL,LW,1367
stevesc01,First Team All-Star,1993,NHL,D,1368
fedorse01,Hart,1993,NHL,,1369
fuhrgr01,Jennings,1993,NHL,,1370
hasekdo01,Jennings,1993,NHL,,1371
gravead01,King Clancy,1993,NHL,,1372
gretzwa01,Lady Byng,1993,NHL,,1373
neelyca01,Masterton,1993,NHL,,1374
bourqra01,Norris,1993,NHL,,1375
fedorse01,Pearson,1993,NHL,,1376
stevesc01,Plus-Minus,1993,NHL,,1377
gravead01,Second Team All-Star,1993,NHL,LW,1378
gretzwa01,Second Team All-Star,1993,NHL,C,1379
leetcbr01,Second Team All-Star,1993,NHL,D,1380
macinal01,Second Team All-Star,1993,NHL,D,1381
neelyca01,Second Team All-Star,1993,NHL,RW,1382
vanbijo01,Second Team All-Star,1993,NHL,G,1383
fedorse01,Selke,1993,NHL,,1384
hasekdo01,Vezina,1993,NHL,,1385
careyji01,All-Rookie,1994,NHL,G,1386
forsbpe01,All-Rookie,1994,NHL,F,1387
friesje01,All-Rookie,1994,NHL,F,1388
jonsske01,All-Rookie,1994,NHL,D,1389
kariypa01,All-Rookie,1994,NHL,F,1390
therich01,All-Rookie,1994,NHL,D,1391
jagrja01,Art Ross,1994,NHL,,1392
forsbpe01,Calder,1994,NHL,,1393
lemiecl01,Conn Smythe,1994,NHL,,1394
chelich01,First Team All-Star,1994,NHL,D,1395
coffepa01,First Team All-Star,1994,NHL,D,1396
hasekdo01,First Team All-Star,1994,NHL,G,1397
jagrja01,First Team All-Star,1994,NHL,RW,1398
leclajo01,First Team All-Star,1994,NHL,LW,1399
lindrer01,First Team All-Star,1994,NHL,C,1400
lindrer01,Hart,1994,NHL,,1401
belfoed01,Jennings,1994,NHL,,1402
nieuwjo01,King Clancy,1994,NHL,,1403
francro01,Lady Byng,1994,NHL,,1404
lafonpa01,Masterton,1994,NHL,,1405
coffepa01,Norris,1994,NHL,,1406
lindrer01,Pearson,1994,NHL,,1407
francro01,Plus-Minus,1994,NHL,,1408
belfoed01,Second Team All-Star,1994,NHL,G,1409
bourqra01,Second Team All-Star,1994,NHL,D,1410
fleurth01,Second Team All-Star,1994,NHL,RW,1411
murphla01,Second Team All-Star,1994,NHL,D,1412
tkachke01,Second Team All-Star,1994,NHL,LW,1413
zhamnal01,Second Team All-Star,1994,NHL,C,1414
francro01,Selke,1994,NHL,,1415
hasekdo01,Vezina,1994,NHL,,1416
alfreda01,All-Rookie,1995,NHL,F,1417
dazeer01,All-Rookie,1995,NHL,F,1418
hirscco01,All-Rookie,1995,NHL,G,1419
jovaned01,All-Rookie,1995,NHL,D,1420
mclarky01,All-Rookie,1995,NHL,D,1421
sykorpe01,All-Rookie,1995,NHL,F,1422
lemiema01,Art Ross,1995,NHL,,1423
alfreda01,Calder,1995,NHL,,1424
sakicjo01,Conn Smythe,1995,NHL,,1425
bourqra01,First Team All-Star,1995,NHL,D,1426
careyji01,First Team All-Star,1995,NHL,G,1427
chelich01,First Team All-Star,1995,NHL,D,1428
jagrja01,First Team All-Star,1995,NHL,RW,1429
kariypa01,First Team All-Star,1995,NHL,LW,1430
lemiema01,First Team All-Star,1995,NHL,C,1431
lemiema01,Hart,1995,NHL,,1432
osgooch01,Jennings,1995,NHL,,1433
vernomi01,Jennings,1995,NHL,,1434
kingkr01,King Clancy,1995,NHL,,1435
kariypa01,Lady Byng,1995,NHL,,1436
roberga01,Masterton,1995,NHL,,1437
chelich01,Norris,1995,NHL,,1438
lemiema01,Pearson,1995,NHL,,1439
konstvl01,Plus-Minus,1995,NHL,,1440
konstvl01,Second Team All-Star,1995,NHL,D,1441
leclajo01,Second Team All-Star,1995,NHL,LW,1442
leetcbr01,Second Team All-Star,1995,NHL,D,1443
lindrer01,Second Team All-Star,1995,NHL,C,1444
mogilal01,Second Team All-Star,1995,NHL,RW,1445
osgooch01,Second Team All-Star,1995,NHL,G,1446
fedorse01,Selke,1995,NHL,,1447
careyji01,Vezina,1995,NHL,,1448
berarbr01,All-Rookie,1996,NHL,D,1449
berezse01,All-Rookie,1996,NHL,F,1450
campbji01,All-Rookie,1996,NHL,F,1451
iginlja01,All-Rookie,1996,NHL,F,1452
lalimpa01,All-Rookie,1996,NHL,G,1453
niinija01,All-Rookie,1996,NHL,D,1454
lemiema01,Art Ross,1996,NHL,,1455
berarbr01,Calder,1996,NHL,,1456
vernomi01,Conn Smythe,1996,NHL,,1457
hasekdo01,First Team All-Star,1996,NHL,G,1458
kariypa01,First Team All-Star,1996,NHL,LW,1459
leetcbr01,First Team All-Star,1996,NHL,D,1460
lemiema01,First Team All-Star,1996,NHL,C,1461
ozolisa01,First Team All-Star,1996,NHL,D,1462
selante01,First Team All-Star,1996,NHL,RW,1463
hasekdo01,Hart,1996,NHL,,1464
brodema01,Jennings,1996,NHL,,1465
dunhami01,Jennings,1996,NHL,,1466
lindetr01,King Clancy,1996,NHL,,1467
kariypa01,Lady Byng,1996,NHL,,1468
granato01,Masterton,1996,NHL,,1469
leetcbr01,Norris,1996,NHL,,1470
hasekdo01,Pearson,1996,NHL,,1471
leclajo01,Plus-Minus,1996,NHL,,1472
brodema01,Second Team All-Star,1996,NHL,G,1473
chelich01,Second Team All-Star,1996,NHL,D,1474
gretzwa01,Second Team All-Star,1996,NHL,C,1475
jagrja01,Second Team All-Star,1996,NHL,RW,1476
leclajo01,Second Team All-Star,1996,NHL,LW,1477
stevesc01,Second Team All-Star,1996,NHL,D,1478
pecami01,Selke,1996,NHL,,1479
hasekdo01,Vezina,1996,NHL,,1480
eliaspa01,All-Rookie,1997,NHL,F,1481
johnsmi01,All-Rookie,1997,NHL,F,1482
morride01,All-Rookie,1997,NHL,D,1483
ohlunma01,All-Rookie,1997,NHL,D,1484
samsose01,All-Rookie,1997,NHL,F,1485
storrja01,All-Rookie,1997,NHL,G,1486
jagrja01,Art Ross,1997,NHL,,1487
samsose01,Calder,1997,NHL,,1488
yzermst01,Conn Smythe,1997,NHL,,1489
blakero01,First Team All-Star,1997,NHL,D,1490
forsbpe01,First Team All-Star,1997,NHL,C,1491
hasekdo01,First Team All-Star,1997,NHL,G,1492
jagrja01,First Team All-Star,1997,NHL,RW,1493
leclajo01,First Team All-Star,1997,NHL,LW,1494
lidstni01,First Team All-Star,1997,NHL,D,1495
hasekdo01,Hart,1997,NHL,,1496
brodema01,Jennings,1997,NHL,,1497
chaseke01,King Clancy,1997,NHL,,1498
francro01,Lady Byng,1997,NHL,,1499
mclenja01,Masterton,1997,NHL,,1500
blakero01,Norris,1997,NHL,,1501
hasekdo01,Pearson,1997,NHL,,1502
prongch01,Plus-Minus,1997,NHL,,1503
brodema01,Second Team All-Star,1997,NHL,G,1504
gretzwa01,Second Team All-Star,1997,NHL,C,1505
niedesc01,Second Team All-Star,1997,NHL,D,1506
prongch01,Second Team All-Star,1997,NHL,D,1507
selante01,Second Team All-Star,1997,NHL,RW,1508
tkachke01,Second Team All-Star,1997,NHL,LW,1509
lehtije01,Selke,1997,NHL,,1510
hasekdo01,Vezina,1997,NHL,,1511
drurych01,All-Rookie,1998,NHL,F,1512
hejdumi01,All-Rookie,1998,NHL,F,1513
hossama01,All-Rookie,1998,NHL,F,1514
potito01,All-Rookie,1998,NHL,D,1515
salosa01,All-Rookie,1998,NHL,D,1516
storrja01,All-Rookie,1998,NHL,G,1517
jagrja01,Art Ross,1998,NHL,,1518
drurych01,Calder,1998,NHL,,1519
nieuwjo01,Conn Smythe,1998,NHL,,1520
forsbpe01,First Team All-Star,1998,NHL,C,1521
hasekdo01,First Team All-Star,1998,NHL,G,1522
jagrja01,First Team All-Star,1998,NHL,RW,1523
kariypa01,First Team All-Star,1998,NHL,LW,1524
lidstni01,First Team All-Star,1998,NHL,D,1525
macinal01,First Team All-Star,1998,NHL,D,1526
jagrja01,Hart,1998,NHL,,1527
belfoed01,Jennings,1998,NHL,,1528
turekro01,Jennings,1998,NHL,,1529
rayro01,King Clancy,1998,NHL,,1530
gretzwa01,Lady Byng,1998,NHL,,1531
cullejo01,Masterton,1998,NHL,,1532
macinal01,Norris,1998,NHL,,1533
jagrja01,Pearson,1998,NHL,,1534
leclajo01,Plus-Minus,1998,NHL,,1535
selante01,Richard,1998,NHL,,1536
bourqra01,Second Team All-Star,1998,NHL,D,1537
dafoeby01,Second Team All-Star,1998,NHL,G,1538
desjaer01,Second Team All-Star,1998,NHL,D,1539
leclajo01,Second Team All-Star,1998,NHL,LW,1540
selante01,Second Team All-Star,1998,NHL,RW,1541
yashial01,Second Team All-Star,1998,NHL,C,1542
lehtije01,Selke,1998,NHL,,1543
hasekdo01,Vezina,1998,NHL,,1544
bouchbr01,All-Rookie,1999,NHL,G,1545
gagnesi01,All-Rookie,1999,NHL,F,1546
gomezsc01,All-Rookie,1999,NHL,F,1547
rafalbr01,All-Rookie,1999,NHL,D,1548
stuarbr01,All-Rookie,1999,NHL,D,1549
yorkmi01,All-Rookie,1999,NHL,F,1550
jagrja01,Art Ross,1999,NHL,,1551
gomezsc01,Calder,1999,NHL,,1552
stevesc01,Conn Smythe,1999,NHL,,1553
belfoed01,Crozier,1999,NHL,,1554
jagrja01,First Team All-Star,1999,NHL,RW,1555
kolziol01,First Team All-Star,1999,NHL,G,1556
lidstni01,First Team All-Star,1999,NHL,D,1557
prongch01,First Team All-Star,1999,NHL,D,1558
shanabr01,First Team All-Star,1999,NHL,LW,1559
yzermst01,First Team All-Star,1999,NHL,C,1560
prongch01,Hart,1999,NHL,,1561
turekro01,Jennings,1999,NHL,,1562
josepcu01,King Clancy,1999,NHL,,1563
demitpa01,Lady Byng,1999,NHL,,1564
daneyke01,Masterton,1999,NHL,,1565
prongch01,Norris,1999,NHL,,1566
jagrja01,Pearson,1999,NHL,,1567
prongch01,Plus-Minus,1999,NHL,,1568
burepa01,Richard,1999,NHL,,1569
blakero01,Second Team All-Star,1999,NHL,D,1570
burepa01,Second Team All-Star,1999,NHL,RW,1571
desjaer01,Second Team All-Star,1999,NHL,D,1572
kariypa01,Second Team All-Star,1999,NHL,LW,1573
modanmi01,Second Team All-Star,1999,NHL,C,1574
turekro01,Second Team All-Star,1999,NHL,G,1575
yzermst01,Selke,1999,NHL,,1576
kolziol01,Vezina,1999,NHL,,1577
havlama01,All-Rookie,2000,NHL,F,1578
nabokev01,All-Rookie,2000,NHL,G,1579
richabr01,All-Rookie,2000,NHL,F,1580
visnolu01,All-Rookie,2000,NHL,D,1581
whiteco01,All-Rookie,2000,NHL,D,1582
willish01,All-Rookie,2000,NHL,F,1583
jagrja01,Art Ross,2000,NHL,,1584
nabokev01,Calder,2000,NHL,,1585
roypa01,Conn Smythe,2000,NHL,,1586
turcoma01,Crozier,2000,NHL,,1587
bourqra01,First Team All-Star,2000,NHL,D,1588
eliaspa01,First Team All-Star,2000,NHL,LW,1589
hasekdo01,First Team All-Star,2000,NHL,G,1590
jagrja01,First Team All-Star,2000,NHL,RW,1591
lidstni01,First Team All-Star,2000,NHL,D,1592
sakicjo01,First Team All-Star,2000,NHL,C,1593
sakicjo01,Hart,2000,NHL,,1594
hasekdo01,Jennings,2000,NHL,,1595
podeish01,King Clancy,2000,NHL,,1596
sakicjo01,Lady Byng,2000,NHL,,1597
gravead01,Masterton,2000,NHL,,1598
lidstni01,Norris,2000,NHL,,1599
sakicjo01,Pearson,2000,NHL,,1600
eliaspa01,Plus-Minus,2000,NHL,,1601
sakicjo01,Plus-Minus,2000,NHL,,1602
burepa01,Richard,2000,NHL,,1603
blakero01,Second Team All-Star,2000,NHL,D,1604
burepa01,Second Team All-Star,2000,NHL,RW,1605
cechmro01,Second Team All-Star,2000,NHL,G,1606
lemiema01,Second Team All-Star,2000,NHL,C,1607
robitlu01,Second Team All-Star,2000,NHL,LW,1608
stevesc01,Second Team All-Star,2000,NHL,D,1609
maddejo01,Selke,2000,NHL,,1610
hasekdo01,Vezina,2000,NHL,,1611
blackda01,All-Rookie,2001,NHL,G,1612
boyntni01,All-Rookie,2001,NHL,D,1613
heatlda01,All-Rookie,2001,NHL,F,1614
huselkr01,All-Rookie,2001,NHL,F,1615
kleslro01,All-Rookie,2001,NHL,D,1616
kovalil01,All-Rookie,2001,NHL,F,1617
iginlja01,Art Ross,2001,NHL,,1618
heatlda01,Calder,2001,NHL,,1619
lidstni01,Conn Smythe,2001,NHL,,1620
theodjo01,Crozier,2001,NHL,,1621
chelich01,First Team All-Star,2001,NHL,D,1622
iginlja01,First Team All-Star,2001,NHL,RW,1623
lidstni01,First Team All-Star,2001,NHL,D,1624
nasluma02,First Team All-Star,2001,NHL,LW,1625
roypa01,First Team All-Star,2001,NHL,G,1626
sakicjo01,First Team All-Star,2001,NHL,C,1627
theodjo01,Hart,2001,NHL,,1628
roypa01,Jennings,2001,NHL,,1629
francro01,King Clancy,2001,NHL,,1630
francro01,Lady Byng,2001,NHL,,1631
koivusa01,Masterton,2001,NHL,,1632
lidstni01,Norris,2001,NHL,,1633
iginlja01,Pearson,2001,NHL,,1634
chelich01,Plus-Minus,2001,NHL,,1635
iginlja01,Richard,2001,NHL,,1636
blakero01,Second Team All-Star,2001,NHL,D,1637
gonchse01,Second Team All-Star,2001,NHL,D,1638
gueribi01,Second Team All-Star,2001,NHL,RW,1639
shanabr01,Second Team All-Star,2001,NHL,LW,1640
sundima01,Second Team All-Star,2001,NHL,C,1641
theodjo01,Second Team All-Star,2001,NHL,G,1642
pecami01,Selke,2001,NHL,,1643
theodjo01,Vezina,2001,NHL,,1644
arnasty01,All-Rookie,2002,NHL,F,1645
bouwmja01,All-Rookie,2002,NHL,D,1646
caronse01,All-Rookie,2002,NHL,G,1647
jackmba01,All-Rookie,2002,NHL,D,1648
nashri01,All-Rookie,2002,NHL,F,1649
zettehe01,All-Rookie,2002,NHL,F,1650
forsbpe01,Art Ross,2002,NHL,,1651
jackmba01,Calder,2002,NHL,,1652
gigueje01,Conn Smythe,2002,NHL,,1653
turcoma01,Crozier,2002,NHL,,1654
bertuto01,First Team All-Star,2002,NHL,RW,1655
brodema01,First Team All-Star,2002,NHL,G,1656
forsbpe01,First Team All-Star,2002,NHL,C,1657
lidstni01,First Team All-Star,2002,NHL,D,1658
macinal01,First Team All-Star,2002,NHL,D,1659
nasluma02,First Team All-Star,2002,NHL,LW,1660
forsbpe01,Hart,2002,NHL,,1661
brodema01,Jennings,2002,NHL,,1662
cechmro01,Jennings,2002,NHL,,1663
eschero01,Jennings,2002,NHL,,1664
shanabr01,King Clancy,2002,NHL,,1665
mogilal01,Lady Byng,2002,NHL,,1666
yzermst01,Masterton,2002,NHL,,1667
lidstni01,Norris,2002,NHL,,1668
nasluma02,Pearson,2002,NHL,,1669
forsbpe01,Plus-Minus,2002,NHL,,1670
hejdumi01,Plus-Minus,2002,NHL,,1671
hejdumi01,Richard,2002,NHL,,1672
gonchse01,Second Team All-Star,2002,NHL,D,1673
hatchde01,Second Team All-Star,2002,NHL,D,1674
hejdumi01,Second Team All-Star,2002,NHL,RW,1675
kariypa01,Second Team All-Star,2002,NHL,LW,1676
thornjo01,Second Team All-Star,2002,NHL,C,1677
turcoma01,Second Team All-Star,2002,NHL,G,1678
lehtije01,Selke,2002,NHL,,1679
brodema01,Vezina,2002,NHL,,1680
huntetr01,All-Rookie,2003,NHL,F,1681
lilesjo01,All-Rookie,2003,NHL,D,1682
malonry01,All-Rookie,2003,NHL,F,1683
pitkajo01,All-Rookie,2003,NHL,D,1684
raycran01,All-Rookie,2003,NHL,G,1685
rydermi01,All-Rookie,2003,NHL,F,1686
stlouma01,Art Ross,2003,NHL,,1687
raycran01,Calder,2003,NHL,,1688
richabr01,Conn Smythe,2003,NHL,,1689
rolosdw01,Crozier,2003,NHL,,1690
brodema01,First Team All-Star,2003,NHL,G,1691
charazd01,First Team All-Star,2003,NHL,D,1692
nasluma02,First Team All-Star,2003,NHL,LW,1693
niedesc01,First Team All-Star,2003,NHL,D,1694
sakicjo01,First Team All-Star,2003,NHL,C,1695
stlouma01,First Team All-Star,2003,NHL,RW,1696
stlouma01,Hart,2003,NHL,,1697
brodema01,Jennings,2003,NHL,,1698
iginlja01,King Clancy,2003,NHL,,1699
richabr01,Lady Byng,2003,NHL,,1700
berarbr01,Masterton,2003,NHL,,1701
niedesc01,Norris,2003,NHL,,1702
stlouma01,Pearson,2003,NHL,,1703
malikma01,Plus-Minus,2003,NHL,,1704
stlouma01,Plus-Minus,2003,NHL,,1705
iginlja01,Richard,2003,NHL,,1706
kovalil01,Richard,2003,NHL,,1707
nashri01,Richard,2003,NHL,,1708
iginlja01,Second Team All-Star,2003,NHL,RW,1709
kovalil01,Second Team All-Star,2003,NHL,LW,1710
luongro01,Second Team All-Star,2003,NHL,G,1711
mccabbr01,Second Team All-Star,2003,NHL,D,1712
prongch01,Second Team All-Star,2003,NHL,D,1713
sundima01,Second Team All-Star,2003,NHL,C,1714
drapekr01,Selke,2003,NHL,,1715
brodema01,Vezina,2003,NHL,,1716
boyesbr01,All-Rookie,2005,NHL,F,1717
crosbsi01,All-Rookie,2005,NHL,F,1718
lundqhe01,All-Rookie,2005,NHL,G,1719
meszaan01,All-Rookie,2005,NHL,D,1720
ovechal01,All-Rookie,2005,NHL,F,1721
phanedi01,All-Rookie,2005,NHL,D,1722
thornjo01,Art Ross,2005,NHL,,1723
ovechal01,Calder,2005,NHL,,1724
wardca01,Conn Smythe,2005,NHL,,1725
huetcr01,Crozier,2005,NHL,,1726
jagrja01,First Team All-Star,2005,NHL,RW,1727
kiprumi01,First Team All-Star,2005,NHL,G,1728
lidstni01,First Team All-Star,2005,NHL,D,1729
niedesc01,First Team All-Star,2005,NHL,D,1730
ovechal01,First Team All-Star,2005,NHL,LW,1731
thornjo01,First Team All-Star,2005,NHL,C,1732
thornjo01,Hart,2005,NHL,,1733
kiprumi01,Jennings,2005,NHL,,1734
kolziol01,King Clancy,2005,NHL,,1735
datsypa01,Lady Byng,2005,NHL,,1736
selante01,Masterton,2005,NHL,,1737
lidstni01,Norris,2005,NHL,,1738
jagrja01,Pearson,2005,NHL,,1739
reddewa01,Plus-Minus,2005,NHL,,1740
rozsimi01,Plus-Minus,2005,NHL,,1741
cheecjo01,Richard,2005,NHL,,1742
alfreda01,Second Team All-Star,2005,NHL,RW,1743
brodema01,Second Team All-Star,2005,NHL,G,1744
charazd01,Second Team All-Star,2005,NHL,D,1745
heatlda01,Second Team All-Star,2005,NHL,LW,1746
staaler01,Second Team All-Star,2005,NHL,C,1747
zubovse01,Second Team All-Star,2005,NHL,D,1748
brindro01,Selke,2005,NHL,,1749
kiprumi01,Vezina,2005,NHL,,1750
carlema01,All-Rookie,2006,NHL,D,1751
malkiev01,All-Rookie,2006,NHL,F,1752
smithmi02,All-Rookie,2006,NHL,G,1753
staaljo01,All-Rookie,2006,NHL,F,1754
stastpa01,All-Rookie,2006,NHL,F,1755
vlasima01,All-Rookie,2006,NHL,D,1756
crosbsi01,Art Ross,2006,NHL,,1757
malkiev01,Calder,2006,NHL,,1758
niedesc01,Conn Smythe,2006,NHL,,1759
backsni01,Crozier,2006,NHL,,1760
brodema01,First Team All-Star,2006,NHL,G,1761
crosbsi01,First Team All-Star,2006,NHL,C,1762
heatlda01,First Team All-Star,2006,NHL,RW,1763
lidstni01,First Team All-Star,2006,NHL,D,1764
niedesc01,First Team All-Star,2006,NHL,D,1765
ovechal01,First Team All-Star,2006,NHL,LW,1766
crosbsi01,Hart,2006,NHL,,1767
backsni01,Jennings,2006,NHL,,1768
fernama01,Jennings,2006,NHL,,1769
koivusa01,King Clancy,2006,NHL,,1770
datsypa01,Lady Byng,2006,NHL,,1771
kesseph01,Masterton,2006,NHL,,1772
chelich01,Messier,2006,NHL,,1773
lidstni01,Norris,2006,NHL,,1774
crosbsi01,Pearson,2006,NHL,,1775
vanekth01,Plus-Minus,2006,NHL,,1776
lecavvi01,Richard,2006,NHL,,1777
boyleda01,Second Team All-Star,2006,NHL,D,1778
lecavvi01,Second Team All-Star,2006,NHL,C,1779
luongro01,Second Team All-Star,2006,NHL,G,1780
prongch01,Second Team All-Star,2006,NHL,D,1781
stlouma01,Second Team All-Star,2006,NHL,RW,1782
vanekth01,Second Team All-Star,2006,NHL,LW,1783
brindro01,Selke,2006,NHL,,1784
brodema01,Vezina,2006,NHL,,1785
backsni02,All-Rookie,2007,NHL,F,1786
enstrto01,All-Rookie,2007,NHL,D,1787
gilbeto01,All-Rookie,2007,NHL,D,1788
kanepa01,All-Rookie,2007,NHL,F,1789
priceca01,All-Rookie,2007,NHL,G,1790
toewsjo01,All-Rookie,2007,NHL,F,1791
ovechal01,Art Ross,2007,NHL,,1792
kanepa01,Calder,2007,NHL,,1793
zettehe01,Conn Smythe,2007,NHL,,1794
ellisda01,Crozier,2007,NHL,,1795
iginlja01,First Team All-Star,2007,NHL,RW,1796
lidstni01,First Team All-Star,2007,NHL,D,1797
malkiev01,First Team All-Star,2007,NHL,C,1798
nabokev01,First Team All-Star,2007,NHL,G,1799
ovechal01,First Team All-Star,2007,NHL,LW,1800
phanedi01,First Team All-Star,2007,NHL,D,1801
ovechal01,Hart,2007,NHL,,1802
hasekdo01,Jennings,2007,NHL,,1803
osgooch01,Jennings,2007,NHL,,1804
lecavvi01,King Clancy,2007,NHL,,1805
datsypa01,Lady Byng,2007,NHL,,1806
blakeja01,Masterton,2007,NHL,,1807
sundima01,Messier,2007,NHL,,1808
lidstni01,Norris,2007,NHL,,1809
ovechal01,Pearson,2007,NHL,,1810
datsypa01,Plus-Minus,2007,NHL,,1811
ovechal01,Richard,2007,NHL,,1812
brodema01,Second Team All-Star,2007,NHL,G,1813
campbbr02,Second Team All-Star,2007,NHL,D,1814
charazd01,Second Team All-Star,2007,NHL,D,1815
kovalal01,Second Team All-Star,2007,NHL,RW,1816
thornjo01,Second Team All-Star,2007,NHL,C,1817
zettehe01,Second Team All-Star,2007,NHL,LW,1818
datsypa01,Selke,2007,NHL,,1819
brodema01,Vezina,2007,NHL,,1820
