scoreID,accm_txn_complete_time
162,5/13/2022 6:55
163,5/13/2022 1:42
164,5/12/2022 11:10
165,5/12/2022 17:33
166,5/14/2022 17:13
167,5/12/2022 14:25
168,5/14/2022 7:00
169,5/14/2022 6:42
170,5/13/2022 5:33
171,5/12/2022 4:42
172,5/12/2022 14:15
173,5/12/2022 7:24
174,5/14/2022 20:14
175,5/12/2022 8:46
176,5/13/2022 11:35
177,5/14/2022 3:16
178,5/13/2022 18:27
179,5/12/2022 11:05
180,5/12/2022 19:03
181,5/14/2022 9:18
182,5/12/2022 3:13
183,5/13/2022 16:00
184,5/14/2022 7:34
185,5/13/2022 19:05
186,5/13/2022 7:48
187,5/14/2022 4:12
188,5/12/2022 3:04
189,5/14/2022 22:46
190,5/14/2022 16:06
191,5/14/2022 4:39
192,5/13/2022 10:24
193,5/12/2022 17:33
194,5/13/2022 6:19
195,5/14/2022 1:37
196,5/13/2022 4:55
197,5/14/2022 19:22
198,5/12/2022 7:20
199,5/13/2022 4:34
200,5/13/2022 5:48
201,5/13/2022 14:20
202,5/12/2022 5:53
203,5/13/2022 23:22
204,5/14/2022 21:16
205,5/12/2022 9:20
206,5/12/2022 2:18
207,5/12/2022 10:51
208,5/12/2022 13:19
209,5/13/2022 4:23
210,5/14/2022 0:40
211,5/14/2022 7:21
212,5/13/2022 17:24
213,5/12/2022 8:00
214,5/12/2022 22:12
215,5/12/2022 5:44
216,5/12/2022 5:13
217,5/13/2022 7:40
218,5/12/2022 12:21
219,5/13/2022 14:10
220,5/14/2022 4:40
221,5/12/2022 6:31
222,5/13/2022 3:36
223,5/14/2022 7:09
224,5/13/2022 8:35
225,5/14/2022 4:53
226,5/14/2022 9:32
227,5/13/2022 5:30
228,5/14/2022 0:18
229,5/14/2022 8:01
230,5/12/2022 2:52
231,5/12/2022 10:25
232,5/12/2022 12:20
233,5/13/2022 10:32
234,5/14/2022 8:18
235,5/14/2022 8:54
236,5/14/2022 5:48
237,5/14/2022 20:01
238,5/13/2022 22:01
239,5/14/2022 2:17
240,5/12/2022 23:06
241,5/13/2022 15:53
242,5/12/2022 6:59
243,5/14/2022 7:41
244,5/13/2022 16:41
245,5/14/2022 19:33
246,5/14/2022 9:46
247,5/13/2022 20:36
248,5/12/2022 11:14
249,5/12/2022 1:33
250,5/14/2022 19:37
251,5/12/2022 19:08
252,5/12/2022 11:12
253,5/14/2022 3:19
254,5/14/2022 20:02
255,5/13/2022 4:43
256,5/14/2022 11:41
257,5/14/2022 12:25
258,5/14/2022 16:56
259,5/14/2022 11:07
260,5/13/2022 23:31
261,5/13/2022 14:24
262,5/12/2022 14:57
263,5/13/2022 23:24
264,5/14/2022 1:14
265,5/12/2022 18:01
266,5/13/2022 19:01
267,5/12/2022 2:49
268,5/13/2022 16:52
269,5/14/2022 9:14
270,5/12/2022 10:38
271,5/14/2022 15:23
272,5/12/2022 3:26
273,5/12/2022 12:19
274,5/13/2022 14:10
275,5/12/2022 2:51
276,5/14/2022 10:17
277,5/14/2022 21:11
278,5/14/2022 22:40
279,5/13/2022 16:21
280,5/14/2022 2:10
281,5/12/2022 1:47
282,5/12/2022 15:52
283,5/13/2022 18:28
284,5/12/2022 14:03
285,5/13/2022 2:22
286,5/14/2022 15:16
287,5/14/2022 8:07
288,5/12/2022 23:48
289,5/13/2022 23:11
290,5/13/2022 7:47
291,5/12/2022 10:07
292,5/14/2022 8:36
293,5/14/2022 12:26
294,5/13/2022 8:16
295,5/14/2022 11:20
296,5/12/2022 11:26
297,5/13/2022 23:03
298,5/14/2022 16:06
299,5/12/2022 20:17
300,5/14/2022 3:11
301,5/14/2022 18:25
302,5/12/2022 14:24
303,5/12/2022 18:59
304,5/13/2022 4:26
305,5/12/2022 6:49
306,5/14/2022 15:23
307,5/13/2022 21:55
308,5/13/2022 14:53
309,5/13/2022 10:33
310,5/12/2022 12:31
311,5/13/2022 2:06
312,5/12/2022 22:55
313,5/13/2022 6:44
314,5/14/2022 18:13
315,5/13/2022 5:41
316,5/14/2022 11:43
317,5/12/2022 18:57
318,5/14/2022 21:20
319,5/12/2022 13:54
320,5/14/2022 16:13
321,5/12/2022 9:44
322,5/13/2022 21:52
323,5/14/2022 11:25
324,5/14/2022 20:27
325,5/12/2022 14:33
326,5/13/2022 21:32
327,5/14/2022 16:52
328,5/14/2022 18:59
329,5/14/2022 7:24
330,5/14/2022 16:32
331,5/14/2022 2:48
332,5/13/2022 20:42
333,5/12/2022 6:26
334,5/14/2022 7:12
335,5/12/2022 13:35
336,5/14/2022 15:38
337,5/14/2022 12:08
338,5/13/2022 14:37
339,5/13/2022 11:54
340,5/12/2022 13:50
341,5/14/2022 7:17
342,5/14/2022 2:48
343,5/13/2022 8:33
344,5/14/2022 6:53
345,5/13/2022 21:21
346,5/12/2022 0:54
347,5/12/2022 0:37
348,5/13/2022 3:34
349,5/14/2022 19:29
350,5/12/2022 18:06
351,5/14/2022 23:17
352,5/13/2022 18:15
353,5/14/2022 1:45
354,5/13/2022 15:39
355,5/14/2022 7:52
356,5/14/2022 9:30
357,5/12/2022 6:22
358,5/13/2022 7:54
359,5/12/2022 0:22
360,5/14/2022 12:09
361,5/13/2022 8:58
362,5/14/2022 23:43
363,5/13/2022 21:23
364,5/14/2022 21:39
365,5/12/2022 1:03
366,5/14/2022 8:29
367,5/12/2022 22:17
368,5/12/2022 19:14
369,5/12/2022 22:36
370,5/14/2022 2:50
371,5/12/2022 5:55
372,5/12/2022 23:36
373,5/13/2022 9:55
374,5/12/2022 8:16
375,5/12/2022 1:10
376,5/13/2022 9:05
377,5/13/2022 2:01
378,5/14/2022 3:06
379,5/14/2022 19:25
380,5/12/2022 13:51
381,5/14/2022 12:40
382,5/14/2022 1:36
383,5/13/2022 21:12
384,5/14/2022 3:52
385,5/13/2022 13:36
386,5/14/2022 3:45
387,5/14/2022 9:14
388,5/13/2022 4:15
389,5/14/2022 8:50
390,5/13/2022 11:24
391,5/12/2022 14:07
392,5/14/2022 0:02
393,5/12/2022 5:25
394,5/12/2022 10:36
395,5/13/2022 1:25
396,5/14/2022 1:57
397,5/12/2022 22:48
398,5/13/2022 1:12
399,5/13/2022 2:36
400,5/14/2022 9:54
401,5/14/2022 0:13
402,5/13/2022 16:26
403,5/13/2022 8:06
404,5/13/2022 23:28
405,5/14/2022 16:50
406,5/13/2022 14:22
407,5/12/2022 10:31
408,5/14/2022 6:02
409,5/12/2022 12:42
410,5/12/2022 2:11
411,5/12/2022 5:39
412,5/13/2022 15:39
413,5/13/2022 13:15
414,5/14/2022 16:53
415,5/12/2022 18:10
416,5/13/2022 22:56
417,5/14/2022 8:34
418,5/14/2022 17:20
419,5/14/2022 4:54
420,5/13/2022 20:40
421,5/14/2022 12:27
422,5/14/2022 7:10
423,5/14/2022 18:34
424,5/12/2022 7:39
425,5/13/2022 12:45
426,5/14/2022 11:10
427,5/14/2022 13:29
428,5/14/2022 12:48
429,5/14/2022 23:27
430,5/12/2022 12:13
431,5/14/2022 22:15
432,5/12/2022 13:11
433,5/12/2022 12:50
434,5/13/2022 2:24
435,5/14/2022 7:31
436,5/12/2022 14:40
437,5/12/2022 10:00
438,5/14/2022 23:23
439,5/14/2022 13:09
440,5/14/2022 22:36
441,5/13/2022 1:02
442,5/12/2022 2:06
443,5/13/2022 17:37
444,5/14/2022 2:51
445,5/14/2022 13:01
446,5/14/2022 6:27
447,5/12/2022 17:22
448,5/13/2022 14:31
449,5/14/2022 0:55
450,5/13/2022 17:25
451,5/12/2022 17:59
452,5/13/2022 14:18
453,5/13/2022 2:30
454,5/12/2022 20:31
455,5/12/2022 12:36
456,5/12/2022 6:59
457,5/13/2022 12:02
458,5/13/2022 20:16
459,5/12/2022 6:37
460,5/13/2022 21:33
461,5/12/2022 13:25
462,5/12/2022 11:09
463,5/14/2022 4:49
464,5/12/2022 1:00
465,5/12/2022 7:05
466,5/12/2022 21:18
467,5/14/2022 3:02
468,5/12/2022 19:23
469,5/14/2022 6:44
470,5/13/2022 17:58
471,5/12/2022 2:59
472,5/12/2022 5:31
473,5/14/2022 12:54
474,5/13/2022 0:43
475,5/13/2022 6:59
476,5/12/2022 18:53
477,5/13/2022 3:48
478,5/12/2022 21:15
479,5/13/2022 8:53
480,5/12/2022 0:48
481,5/14/2022 18:44
482,5/12/2022 18:46
483,5/12/2022 12:45
484,5/13/2022 15:57
485,5/13/2022 1:15
486,5/12/2022 22:03
487,5/12/2022 15:07
488,5/14/2022 0:11
489,5/12/2022 21:43
490,5/12/2022 10:01
491,5/12/2022 15:20
492,5/13/2022 19:50
493,5/14/2022 12:12
494,5/13/2022 13:44
495,5/14/2022 7:47
496,5/12/2022 21:43
497,5/14/2022 7:26
498,5/14/2022 5:12
499,5/13/2022 7:36
500,5/14/2022 3:57
501,5/13/2022 4:15
502,5/13/2022 7:31
503,5/12/2022 5:16
504,5/12/2022 14:06
505,5/12/2022 16:02
506,5/13/2022 2:48
507,5/14/2022 9:54
508,5/13/2022 6:56
509,5/12/2022 9:28
510,5/12/2022 3:47
511,5/13/2022 17:03
512,5/12/2022 20:51
513,5/14/2022 5:46
514,5/14/2022 16:37
515,5/12/2022 20:23
516,5/14/2022 20:26
517,5/14/2022 20:13
518,5/14/2022 4:52
519,5/12/2022 13:42
520,5/14/2022 8:59
521,5/12/2022 13:19
522,5/13/2022 11:47
523,5/13/2022 19:19
524,5/13/2022 6:04
525,5/12/2022 2:07
526,5/13/2022 13:13
527,5/14/2022 22:56
528,5/14/2022 22:30
529,5/13/2022 19:21
530,5/14/2022 5:26
531,5/12/2022 13:40
532,5/13/2022 19:36
533,5/13/2022 15:32
534,5/14/2022 5:19
535,5/14/2022 14:25
536,5/14/2022 11:44
537,5/13/2022 16:56
538,5/12/2022 23:02
539,5/14/2022 9:13
540,5/12/2022 19:30
541,5/12/2022 11:40
542,5/14/2022 17:14
543,5/13/2022 8:54
544,5/14/2022 6:16
545,5/14/2022 18:25
546,5/13/2022 17:11
547,5/13/2022 1:15
548,5/13/2022 19:24
549,5/14/2022 20:57
550,5/12/2022 13:05
551,5/12/2022 7:52
552,5/13/2022 15:49
553,5/13/2022 7:41
554,5/12/2022 20:55
555,5/12/2022 20:59
556,5/14/2022 23:47
557,5/14/2022 2:47
558,5/12/2022 23:54
559,5/14/2022 20:34
560,5/12/2022 10:24
561,5/14/2022 23:27
562,5/12/2022 3:36
563,5/12/2022 11:17
564,5/13/2022 23:58
565,5/12/2022 5:48
566,5/12/2022 0:29
567,5/13/2022 5:35
568,5/14/2022 6:51
569,5/12/2022 3:24
570,5/13/2022 9:24
571,5/12/2022 0:56
572,5/12/2022 3:50
573,5/12/2022 7:42
574,5/12/2022 16:00
575,5/12/2022 14:58
576,5/13/2022 2:25
577,5/12/2022 10:29
578,5/13/2022 6:39
579,5/12/2022 0:28
580,5/14/2022 17:41
581,5/14/2022 20:14
582,5/12/2022 20:19
583,5/12/2022 10:57
584,5/13/2022 18:07
585,5/14/2022 10:08
586,5/12/2022 8:20
587,5/12/2022 18:44
588,5/14/2022 11:30
589,5/12/2022 2:10
590,5/12/2022 11:27
591,5/12/2022 21:35
592,5/12/2022 5:31
593,5/12/2022 18:09
594,5/13/2022 18:04
595,5/14/2022 15:08
596,5/12/2022 13:24
597,5/13/2022 20:46
598,5/13/2022 3:45
599,5/14/2022 4:46
600,5/13/2022 19:21
601,5/12/2022 10:10
602,5/14/2022 16:33
603,5/14/2022 8:56
604,5/14/2022 1:06
605,5/13/2022 4:50
606,5/14/2022 4:15
607,5/12/2022 9:37
608,5/13/2022 3:16
609,5/12/2022 2:23
610,5/12/2022 21:36
611,5/13/2022 15:45
612,5/14/2022 16:08
613,5/13/2022 21:30
614,5/14/2022 1:43
615,5/13/2022 19:42
616,5/14/2022 3:03
617,5/14/2022 21:49
618,5/14/2022 12:19
619,5/12/2022 5:11
620,5/14/2022 13:18
621,5/13/2022 16:10
622,5/13/2022 7:33
623,5/12/2022 15:30
624,5/14/2022 16:10
625,5/12/2022 17:08
626,5/14/2022 15:33
627,5/12/2022 22:27
628,5/14/2022 5:20
629,5/14/2022 18:06
630,5/14/2022 23:46
631,5/13/2022 8:39
632,5/14/2022 6:12
633,5/12/2022 16:07
634,5/12/2022 4:43
635,5/13/2022 2:45
636,5/13/2022 5:59
637,5/13/2022 3:27
638,5/14/2022 6:25
639,5/14/2022 7:11
640,5/14/2022 14:25
641,5/14/2022 3:10
642,5/14/2022 20:11
643,5/14/2022 16:43
644,5/12/2022 12:48
645,5/12/2022 16:15
646,5/12/2022 19:30
647,5/13/2022 12:23
648,5/13/2022 0:11
649,5/14/2022 16:46
650,5/14/2022 5:49
651,5/14/2022 17:23
652,5/13/2022 1:59
653,5/12/2022 0:58
654,5/14/2022 1:08
655,5/14/2022 16:12
656,5/12/2022 12:44
657,5/12/2022 17:49
658,5/12/2022 23:27
659,5/13/2022 10:57
660,5/13/2022 1:02
661,5/14/2022 21:49
662,5/14/2022 14:19
663,5/12/2022 15:11
664,5/12/2022 8:37
665,5/12/2022 17:25
666,5/12/2022 6:22
667,5/14/2022 8:41
668,5/12/2022 8:43
669,5/13/2022 6:37
670,5/12/2022 7:42
671,5/12/2022 20:06
672,5/12/2022 0:23
673,5/13/2022 2:28
674,5/13/2022 22:55
675,5/14/2022 5:47
676,5/13/2022 6:11
677,5/12/2022 4:55
678,5/14/2022 20:59
679,5/12/2022 15:59
680,5/14/2022 10:32
681,5/12/2022 11:33
682,5/13/2022 6:20
683,5/14/2022 17:38
684,5/12/2022 16:18
685,5/13/2022 0:00
686,5/13/2022 8:28
687,5/14/2022 12:42
688,5/13/2022 16:26
689,5/14/2022 13:02
690,5/13/2022 10:33
691,5/13/2022 11:07
692,5/14/2022 11:46
693,5/14/2022 18:28
694,5/13/2022 23:25
695,5/14/2022 10:39
696,5/13/2022 7:13
697,5/13/2022 22:52
698,5/14/2022 17:23
699,5/13/2022 15:06
700,5/12/2022 16:46
701,5/14/2022 3:08
702,5/14/2022 8:24
703,5/13/2022 12:18
704,5/12/2022 17:52
705,5/12/2022 14:15
706,5/13/2022 23:35
707,5/14/2022 22:30
708,5/13/2022 15:15
709,5/12/2022 14:28
710,5/14/2022 11:01
711,5/12/2022 19:09
712,5/14/2022 12:20
713,5/14/2022 13:15
714,5/14/2022 1:36
715,5/13/2022 18:51
716,5/13/2022 21:00
717,5/13/2022 10:55
718,5/14/2022 19:38
719,5/14/2022 13:35
720,5/14/2022 4:08
721,5/14/2022 1:35
722,5/13/2022 9:56
723,5/12/2022 21:03
724,5/14/2022 8:08
725,5/13/2022 6:46
726,5/12/2022 2:56
727,5/12/2022 5:26
728,5/12/2022 9:25
729,5/14/2022 1:07
730,5/12/2022 17:15
731,5/12/2022 12:41
732,5/14/2022 14:28
733,5/14/2022 1:41
734,5/14/2022 20:37
735,5/12/2022 12:43
736,5/12/2022 17:45
737,5/13/2022 18:19
738,5/13/2022 17:09
739,5/14/2022 12:15
740,5/12/2022 20:35
741,5/14/2022 15:57
742,5/12/2022 1:09
743,5/13/2022 13:08
744,5/14/2022 11:27
745,5/12/2022 7:50
746,5/14/2022 23:18
747,5/14/2022 23:34
748,5/12/2022 19:10
749,5/14/2022 9:54
750,5/13/2022 20:19
751,5/14/2022 1:26
752,5/14/2022 15:30
753,5/12/2022 19:31
754,5/14/2022 5:04
755,5/13/2022 13:42
756,5/13/2022 4:19
757,5/14/2022 19:37
758,5/12/2022 8:27
759,5/13/2022 21:58
760,5/12/2022 22:36
761,5/12/2022 11:49
762,5/14/2022 21:18
763,5/12/2022 2:27
764,5/14/2022 20:33
765,5/12/2022 18:34
766,5/14/2022 17:32
767,5/13/2022 11:21
768,5/12/2022 22:19
769,5/14/2022 19:00
770,5/12/2022 8:17
771,5/14/2022 21:45
772,5/13/2022 14:13
773,5/12/2022 23:41
774,5/13/2022 19:59
775,5/13/2022 0:54
776,5/13/2022 8:37
777,5/12/2022 18:18
778,5/14/2022 4:50
779,5/13/2022 23:52
780,5/14/2022 22:19
781,5/12/2022 6:31
782,5/12/2022 20:59
783,5/14/2022 21:18
784,5/12/2022 18:17
785,5/13/2022 13:54
786,5/12/2022 0:36
787,5/12/2022 8:40
788,5/13/2022 20:27
789,5/13/2022 21:39
790,5/13/2022 5:11
791,5/13/2022 23:54
792,5/14/2022 14:09
793,5/14/2022 2:08
794,5/14/2022 8:51
795,5/13/2022 0:53
796,5/13/2022 2:44
797,5/13/2022 21:28
798,5/12/2022 1:54
799,5/12/2022 12:40
800,5/13/2022 18:14
801,5/12/2022 3:57
802,5/14/2022 20:06
803,5/12/2022 11:41
804,5/13/2022 14:19
805,5/13/2022 14:07
806,5/14/2022 13:18
807,5/12/2022 16:12
808,5/14/2022 16:33
809,5/13/2022 0:37
810,5/12/2022 3:23
811,5/13/2022 6:38
812,5/13/2022 2:09
813,5/14/2022 17:56
814,5/13/2022 2:22
815,5/13/2022 5:25
816,5/13/2022 2:32
817,5/13/2022 22:41
818,5/14/2022 22:52
819,5/13/2022 9:42
820,5/12/2022 16:36
821,5/13/2022 15:29
822,5/12/2022 23:02
823,5/12/2022 17:07
824,5/12/2022 3:22
825,5/12/2022 17:09
826,5/14/2022 21:50
827,5/14/2022 17:11
828,5/12/2022 10:42
829,5/13/2022 11:49
830,5/14/2022 17:15
831,5/14/2022 9:44
832,5/12/2022 5:29
833,5/13/2022 11:03
834,5/13/2022 2:33
835,5/12/2022 10:35
836,5/14/2022 16:01
837,5/13/2022 5:50
838,5/12/2022 10:37
839,5/13/2022 16:45
840,5/12/2022 16:24
841,5/13/2022 23:30
842,5/13/2022 14:15
843,5/12/2022 19:53
844,5/14/2022 17:29
845,5/14/2022 23:44
846,5/13/2022 11:40
847,5/14/2022 1:54
848,5/12/2022 8:41
849,5/14/2022 20:39
850,5/13/2022 14:49
851,5/14/2022 17:34
852,5/12/2022 19:36
853,5/13/2022 2:11
854,5/13/2022 5:33
855,5/12/2022 10:42
856,5/12/2022 16:08
857,5/13/2022 4:01
858,5/12/2022 1:07
859,5/12/2022 14:43
860,5/12/2022 10:44
861,5/14/2022 4:38
862,5/12/2022 6:30
863,5/12/2022 13:47
864,5/13/2022 0:21
865,5/14/2022 10:16
866,5/14/2022 19:22
867,5/14/2022 19:10
868,5/13/2022 9:49
869,5/14/2022 16:43
870,5/13/2022 1:04
871,5/12/2022 17:24
872,5/12/2022 15:47
873,5/12/2022 4:35
874,5/13/2022 12:35
875,5/14/2022 23:10
876,5/14/2022 23:47
877,5/14/2022 9:44
878,5/14/2022 1:30
879,5/14/2022 6:33
880,5/12/2022 18:13
881,5/14/2022 0:10
882,5/14/2022 22:45
883,5/13/2022 14:46
884,5/13/2022 6:07
885,5/13/2022 13:39
886,5/13/2022 20:52
887,5/13/2022 16:37
888,5/12/2022 15:46
889,5/12/2022 5:56
890,5/13/2022 9:24
891,5/14/2022 8:30
892,5/12/2022 22:52
893,5/14/2022 0:20
894,5/12/2022 16:57
895,5/14/2022 2:20
896,5/12/2022 0:53
897,5/13/2022 14:37
898,5/14/2022 3:48
899,5/13/2022 3:57
900,5/12/2022 8:09
901,5/13/2022 4:57
902,5/12/2022 1:27
903,5/12/2022 5:57
904,5/12/2022 22:38
905,5/12/2022 17:47
906,5/13/2022 7:05
907,5/12/2022 19:14
908,5/12/2022 3:20
909,5/14/2022 17:48
910,5/13/2022 21:45
911,5/12/2022 21:10
912,5/12/2022 16:45
913,5/14/2022 13:33
914,5/12/2022 20:54
915,5/12/2022 3:27
916,5/14/2022 0:35
917,5/14/2022 11:43
918,5/14/2022 1:47
919,5/14/2022 1:23
920,5/13/2022 8:09
921,5/13/2022 21:21
922,5/13/2022 12:57
923,5/14/2022 23:42
924,5/14/2022 2:23
925,5/13/2022 7:32
926,5/13/2022 14:42
927,5/12/2022 6:14
928,5/12/2022 17:50
929,5/12/2022 10:24
930,5/13/2022 1:20
931,5/13/2022 6:52
932,5/12/2022 19:42
933,5/12/2022 7:12
934,5/13/2022 15:02
935,5/13/2022 16:40
936,5/12/2022 9:36
937,5/14/2022 11:07
938,5/14/2022 6:04
939,5/13/2022 23:52
940,5/12/2022 21:35
941,5/14/2022 18:24
942,5/14/2022 1:38
943,5/14/2022 3:28
944,5/12/2022 5:54
945,5/13/2022 5:08
946,5/12/2022 9:04
947,5/14/2022 12:52
948,5/14/2022 5:59
949,5/14/2022 19:11
950,5/14/2022 9:43
951,5/12/2022 1:51
952,5/13/2022 4:16
953,5/14/2022 14:41
954,5/14/2022 7:27
955,5/13/2022 18:54
956,5/12/2022 23:10
957,5/13/2022 14:39
958,5/14/2022 19:27
959,5/13/2022 10:52
960,5/12/2022 7:27
961,5/13/2022 6:30
962,5/14/2022 5:32
963,5/12/2022 10:01
964,5/14/2022 4:32
965,5/14/2022 16:59
966,5/14/2022 8:28
967,5/13/2022 8:51
968,5/12/2022 17:53
969,5/12/2022 14:32
970,5/14/2022 11:43
971,5/12/2022 12:14
972,5/13/2022 14:30
973,5/12/2022 2:10
974,5/14/2022 22:15
975,5/12/2022 19:17
976,5/12/2022 10:09
977,5/12/2022 14:19
978,5/12/2022 16:46
979,5/13/2022 11:19
980,5/14/2022 22:02
981,5/12/2022 8:39
982,5/14/2022 5:46
983,5/12/2022 10:01
984,5/12/2022 20:50
985,5/13/2022 21:34
986,5/12/2022 18:06
987,5/13/2022 22:04
988,5/13/2022 21:54
989,5/14/2022 10:02
990,5/13/2022 10:04
991,5/13/2022 12:10
992,5/12/2022 10:38
993,5/12/2022 20:03
994,5/12/2022 0:41
995,5/13/2022 13:53
996,5/12/2022 6:46
997,5/13/2022 23:39
998,5/12/2022 23:31
999,5/13/2022 9:50
1000,5/13/2022 2:03
1001,5/13/2022 13:33
1002,5/14/2022 2:42
1003,5/13/2022 11:49
1004,5/12/2022 9:02
1005,5/13/2022 13:46
1006,5/13/2022 7:20
1007,5/13/2022 15:26
1008,5/13/2022 2:55
1009,5/13/2022 5:50
1010,5/14/2022 18:49
1011,5/12/2022 12:37
1012,5/14/2022 19:20
1013,5/13/2022 17:23
1014,5/12/2022 20:31
1015,5/14/2022 3:29
1016,5/13/2022 3:35
1017,5/14/2022 9:55
1018,5/14/2022 0:37
1019,5/12/2022 8:35
1020,5/14/2022 9:42
1021,5/13/2022 22:02
1022,5/14/2022 9:06
1023,5/14/2022 7:54
1024,5/12/2022 12:21
1025,5/13/2022 8:07
1026,5/13/2022 7:16
1027,5/14/2022 10:33
1028,5/13/2022 12:18
1029,5/14/2022 10:23
1030,5/14/2022 3:23
1031,5/14/2022 22:58
1032,5/13/2022 20:52
1033,5/13/2022 10:55
1034,5/12/2022 21:52
1035,5/13/2022 3:30
1036,5/14/2022 22:17
1037,5/12/2022 19:25
1038,5/13/2022 22:48
1039,5/14/2022 17:29
1040,5/14/2022 5:05
1041,5/14/2022 13:52
1042,5/13/2022 7:15
1043,5/12/2022 10:56
1044,5/13/2022 8:18
1045,5/14/2022 10:55
1046,5/14/2022 10:31
1047,5/13/2022 22:53
1048,5/13/2022 17:20
1049,5/13/2022 19:17
1050,5/12/2022 14:42
1051,5/13/2022 1:10
1052,5/13/2022 15:30
1053,5/13/2022 18:13
1054,5/12/2022 1:53
1055,5/14/2022 7:17
1056,5/14/2022 23:44
1057,5/12/2022 21:45
1058,5/13/2022 2:59
1059,5/14/2022 4:43
1060,5/13/2022 22:37
1061,5/13/2022 16:36
1062,5/13/2022 18:51
1063,5/12/2022 22:21
1064,5/14/2022 4:11
1065,5/13/2022 11:01
1066,5/13/2022 15:56
1067,5/14/2022 12:20
1068,5/14/2022 18:16
1069,5/14/2022 7:46
